worked,income,threepluskids,educ,boy1st,boy2nd,black,hisp,othrace,age,agefirstbirth
0,0,0,15,1,1,0,0,0,30,23
1,18903.059,1,12,1,1,0,0,0,32,23
0,0,0,12,0,0,0,0,0,26,20
0,0,1,10,0,0,0,0,0,31,16
0,0,0,16,1,0,0,0,0,29,26
1,5468.3472,0,12,0,0,0,0,0,25,15
0,0,0,16,0,0,0,0,0,34,24
1,2529.5042,0,16,0,0,0,0,0,29,23
1,28139.422,0,16,0,1,0,0,0,34,24
1,10506.363,1,8,1,0,0,0,0,31,17
1,10506.363,0,12,0,1,0,0,0,33,25
0,0,1,12,1,1,0,0,0,32,20
0,0,0,12,1,0,0,0,0,25,20
1,5258.4297,0,11,0,1,0,0,0,28,23
1,8743.0576,0,16,1,0,0,0,0,34,24
1,535.28925,0,16,1,1,0,0,0,33,27
1,34394.957,0,12,1,0,0,0,0,35,26
0,0,1,14,0,1,0,0,0,34,20
0,0,0,16,1,1,0,0,0,34,25
1,4208.8428,0,16,0,0,0,0,0,32,22
0,0,0,16,0,1,0,0,0,28,23
0,0,1,12,1,0,0,0,0,32,23
0,0,0,12,1,1,0,0,0,35,23
1,3663.0579,1,17,0,1,0,0,0,32,22
0,0,0,17,1,1,0,0,0,30,26
1,18147.355,0,11,0,1,0,0,0,30,20
0,0,0,13,0,1,0,0,0,31,20
0,0,0,16,1,0,0,0,0,29,25
1,37795.621,0,16,1,0,0,0,0,34,24
1,12605.537,1,12,1,0,0,0,0,34,18
1,1815.7852,0,17,0,1,0,0,0,27,23
0,0,1,12,1,1,0,0,0,32,21
0,0,0,16,0,0,0,0,0,32,26
0,0,1,13,1,1,0,0,0,30,20
1,18672.148,0,12,1,1,0,0,0,35,18
0,0,1,13,0,0,0,0,0,32,22
0,0,0,14,0,0,0,0,0,28,23
1,33597.273,1,10,0,1,0,0,0,33,16
1,6308.0166,0,16,0,0,0,0,0,31,22
0,0,0,16,0,1,0,0,0,34,25
1,5699.2563,0,10,0,1,0,0,0,28,17
1,31.487604,0,15,0,0,0,0,0,29,21
1,325.37189,1,12,0,0,0,0,0,31,19
0,0,0,8,1,0,0,0,0,30,15
0,0,0,14,0,1,0,0,0,30,20
0,0,0,16,0,1,0,0,0,33,26
1,19490.826,0,12,1,0,0,0,0,34,18
0,0,0,12,1,1,0,0,0,31,17
0,0,0,17,1,1,0,0,0,31,23
0,0,0,16,0,1,0,0,0,33,27
1,55680.578,0,12,0,1,0,0,0,32,17
0,0,0,16,1,1,0,0,0,32,26
0,0,1,12,1,0,0,0,0,32,21
0,0,0,12,1,1,0,0,0,27,18
0,0,1,13,0,0,0,0,0,30,19
1,8407.1904,0,17,0,0,0,0,0,35,25
0,0,0,14,1,1,0,0,0,34,24
1,4208.8428,0,14,1,0,0,0,0,29,19
1,37795.621,0,14,0,0,0,0,0,32,28
0,0,0,16,1,1,0,0,0,35,27
1,21002.23,0,14,0,0,0,0,0,28,23
1,8827.0244,1,12,0,1,0,0,0,24,17
0,0,1,14,0,0,0,0,0,27,20
0,0,1,12,0,0,0,0,0,27,19
0,0,1,16,0,1,0,0,0,35,23
1,94.462807,1,15,1,1,0,0,0,31,19
0,0,0,16,1,1,0,0,0,34,26
0,0,1,12,1,0,0,0,0,27,20
0,0,1,12,0,0,0,0,0,34,19
0,0,1,12,1,1,0,0,0,27,21
1,2655.4546,1,8,0,0,0,0,0,24,17
1,6308.0166,1,12,1,0,0,0,0,25,17
0,0,0,14,1,0,0,0,0,32,22
1,2739.4214,0,16,0,1,0,0,0,31,24
1,13319.256,0,12,1,0,0,0,0,35,26
1,16803.885,1,8,0,0,0,0,0,31,21
0,0,0,9,1,0,0,0,0,29,21
1,16803.885,0,12,1,1,0,0,0,30,18
0,0,1,10,0,1,0,0,0,27,22
1,6308.0166,0,12,1,0,0,0,0,33,19
1,3159.2561,1,15,0,1,0,0,0,32,22
0,0,1,13,0,0,0,0,0,32,20
1,37795.621,1,12,1,1,0,0,0,33,18
1,18903.059,0,16,0,1,0,0,0,28,23
1,12248.678,1,11,0,0,0,0,0,33,19
1,13655.124,0,16,0,1,0,0,0,25,22
1,14704.711,0,12,0,1,0,0,0,27,21
1,16803.885,1,9,1,0,0,0,0,25,17
1,21422.066,0,12,0,0,0,0,0,33,18
1,17454.629,0,13,0,1,0,0,0,25,19
1,25200.578,0,12,0,0,0,0,0,26,18
0,0,0,12,0,0,0,0,0,32,21
1,10506.363,0,13,0,1,0,0,0,30,20
1,25200.578,0,12,0,1,0,0,0,31,20
1,16803.885,0,11,0,0,0,0,0,32,17
0,0,1,3,1,0,0,1,0,28,17
1,7357.6035,1,12,1,0,0,0,0,34,20
1,18378.264,1,12,1,1,0,0,0,30,22
1,19427.852,0,12,1,0,0,0,0,30,17
0,0,0,15,1,0,0,0,0,33,24
0,0,1,13,1,0,0,0,0,29,24
0,0,0,18,1,0,0,0,0,29,24
1,37795.621,0,13,1,1,0,0,0,33,21
1,346.36365,0,16,0,0,0,0,0,31,15
1,21841.9,1,11,0,0,0,0,0,33,17
1,16803.885,0,18,1,1,0,0,0,33,26
1,6308.0166,0,15,1,0,0,0,0,31,22
0,0,0,12,0,1,0,0,0,35,23
1,2697.438,0,16,0,1,0,0,0,35,24
0,0,0,12,1,1,0,0,0,30,19
0,0,0,12,0,1,0,0,0,35,27
0,0,1,10,0,1,0,0,0,32,17
0,0,0,14,0,0,0,0,0,35,27
0,0,0,15,1,1,0,0,0,32,24
0,0,1,12,1,0,0,0,0,35,18
1,2529.5042,0,10,1,0,0,0,0,33,21
0,0,0,12,0,1,0,0,0,33,19
1,5510.3306,0,16,1,0,0,0,0,34,26
0,0,0,16,1,0,0,0,0,30,26
0,0,0,12,1,1,0,0,0,29,19
1,1437.9338,0,13,0,0,0,0,0,33,19
1,2109.6694,0,16,0,0,0,0,0,34,22
1,26250.166,0,12,1,0,0,0,0,31,20
1,18903.059,0,12,1,0,0,0,0,27,20
1,33597.273,0,13,0,0,0,0,0,33,25
0,0,0,15,0,1,0,0,0,33,20
0,0,0,12,0,0,0,0,0,33,23
1,48186.527,0,16,1,0,0,0,0,34,26
1,1270,0,16,0,1,0,0,0,31,19
1,0,0,12,0,0,0,0,0,30,21
0,0,1,10,1,1,0,1,0,34,19
1,14200.909,0,9,1,0,0,0,0,25,17
0,0,1,12,0,1,0,0,0,30,17
1,10926.198,0,16,0,1,0,0,0,34,23
0,0,0,17,1,1,0,0,0,32,25
0,0,0,15,0,1,0,0,0,32,20
1,8407.1904,0,12,1,1,0,0,0,29,23
0,0,1,5,0,1,0,0,0,32,24
1,3568.595,0,14,0,0,0,0,0,31,20
0,0,1,14,1,0,0,0,0,27,18
0,0,0,13,1,1,0,0,0,24,20
1,9666.6943,1,12,1,1,1,0,0,31,20
0,0,0,16,1,0,0,0,0,30,23
0,0,1,11,0,1,0,1,0,30,17
0,0,1,12,1,1,0,0,0,29,21
0,0,1,16,1,1,0,0,0,33,27
1,40650.496,0,17,0,0,0,0,0,33,23
1,95522.891,1,20,1,1,0,0,0,33,28
1,8407.1904,1,15,0,1,0,0,0,28,18
1,15754.298,1,7,1,0,0,0,0,33,23
0,0,1,10,1,0,0,0,0,30,18
1,4208.8428,1,10,0,0,0,0,0,22,18
0,0,1,10,0,0,0,0,1,32,25
0,0,0,12,0,0,1,0,0,33,21
0,0,1,9,0,0,0,1,0,30,17
1,10506.363,1,12,1,1,0,1,0,34,19
1,16174.132,0,12,0,0,0,0,0,23,18
0,0,1,13,1,1,0,0,0,33,22
1,2529.5042,0,12,0,1,1,0,0,25,19
1,13865.041,1,6,0,0,0,1,0,31,18
1,10422.396,1,14,0,1,0,0,0,33,18
0,0,0,12,0,1,0,0,0,34,23
0,0,1,12,1,1,1,0,0,35,18
1,13655.124,1,12,1,0,1,0,0,34,17
1,6308.0166,1,10,0,0,1,0,0,34,17
1,16803.885,0,12,0,0,0,0,0,27,20
1,1060.0826,0,6,1,0,0,0,1,22,19
0,0,0,15,1,1,0,0,0,33,26
1,22996.445,0,9,0,1,0,0,0,29,18
0,0,0,13,0,0,1,0,0,22,17
0,0,0,12,0,0,0,0,0,28,23
1,20582.396,0,13,1,1,0,0,0,32,22
0,0,1,8,1,1,0,1,0,21,15
0,0,0,6,0,1,0,0,0,26,20
0,0,1,11,1,0,0,0,0,24,18
1,14704.711,1,8,0,1,0,1,0,28,15
1,0,1,6,1,1,0,0,0,24,17
1,25200.578,1,5,1,1,0,0,1,33,21
0,0,1,10,1,1,1,0,0,33,17
0,0,0,12,0,1,0,0,0,28,22
1,17507.107,0,17,1,1,0,0,0,30,25
0,0,0,16,1,0,0,0,0,32,25
1,11094.132,0,6,0,1,0,0,0,25,18
1,2529.5042,0,9,1,1,0,1,0,25,16
0,1060.0826,0,16,0,0,0,0,0,32,28
1,12605.537,0,12,0,1,0,0,0,26,17
0,0,1,10,0,0,0,0,0,34,20
1,2109.6694,0,10,0,1,0,0,0,28,20
1,25557.438,0,14,1,0,0,1,0,29,24
0,0,0,14,1,1,1,0,0,29,19
1,14704.711,0,12,0,1,0,0,0,32,22
1,23164.381,0,16,1,1,0,0,0,35,20
1,52.47934,1,15,0,1,0,0,0,30,23
0,0,1,12,1,0,0,0,0,35,23
0,0,1,12,1,1,0,0,0,35,20
1,23731.156,1,14,1,1,0,0,0,32,21
1,1542.8926,0,16,1,0,1,0,0,30,24
1,955.12396,1,8,0,0,0,0,0,31,18
0,0,0,2,1,1,0,0,0,31,21
1,1060.0826,0,14,0,1,0,0,0,33,22
1,2424.5454,1,13,1,1,0,0,0,28,18
0,0,0,16,1,1,0,0,0,31,25
0,0,1,12,1,0,0,0,0,32,19
0,0,0,16,0,0,0,0,0,34,23
1,31498.1,0,17,0,1,1,0,0,35,29
1,1689.8347,0,12,1,1,0,0,0,33,23
1,12290.661,0,12,1,0,0,0,1,33,20
1,17937.438,0,12,0,0,0,0,0,34,19
1,16237.107,1,8,1,1,0,0,0,33,17
1,10506.363,1,10,1,0,0,0,0,27,18
1,4754.6279,0,4,1,0,0,0,0,35,23
0,0,1,9,0,1,0,0,1,26,18
1,16384.049,1,16,0,0,0,0,0,33,20
0,0,1,12,1,1,0,0,0,29,19
0,0,0,5,1,0,0,1,0,30,24
0,0,1,6,1,0,0,0,0,27,17
1,4208.8428,0,10,0,0,0,0,0,24,18
0,0,0,12,0,1,0,1,0,27,19
0,0,1,12,1,1,0,0,0,32,24
0,0,1,12,0,1,0,0,0,35,20
1,18903.059,0,14,1,1,0,0,0,35,28
1,6308.0166,0,16,1,0,0,0,0,29,25
0,0,0,14,1,0,0,0,0,33,19
0,0,1,14,0,0,1,0,0,35,22
1,850.16528,1,12,1,0,0,0,0,33,18
1,39894.793,0,12,0,0,0,0,0,28,16
1,18903.059,1,12,1,0,0,0,1,28,18
1,27299.752,0,12,0,1,0,0,0,32,22
0,0,0,17,1,1,0,0,0,35,30
1,21002.23,1,13,0,0,0,0,0,35,21
1,8407.1904,1,10,0,0,0,0,0,34,17
1,16803.885,0,12,0,0,0,0,0,32,17
0,0,0,8,0,0,0,0,0,21,17
0,0,1,3,0,1,0,0,0,26,16
0,0,0,16,0,1,0,0,0,32,25
1,3579.0908,1,14,0,1,0,0,0,29,21
0,0,0,16,1,1,0,0,0,31,22
0,0,1,15,0,1,0,1,0,31,22
0,0,1,12,0,0,0,0,0,29,19
0,0,1,9,0,1,0,0,0,34,21
0,0,0,10,1,1,0,1,0,26,18
1,5258.4297,0,12,1,1,0,0,0,25,19
1,35696.445,0,16,1,1,1,0,0,32,26
1,29398.926,0,14,1,0,0,0,0,31,22
0,0,0,9,0,1,0,0,0,25,21
0,0,0,12,0,1,0,0,0,32,17
1,15754.298,1,12,0,1,0,0,0,34,19
1,2655.4546,0,10,1,0,1,0,0,25,16
0,0,0,12,0,0,1,0,0,27,19
1,11346.033,0,8,0,1,0,0,0,24,17
0,0,0,10,1,0,1,0,0,27,16
0,0,1,12,1,1,1,0,0,25,17
1,8407.1904,0,11,1,0,1,0,0,25,16
0,0,1,8,0,1,1,0,0,26,15
0,0,0,12,0,0,0,0,0,32,23
1,6308.0166,0,16,1,1,0,0,0,31,24
0,0,1,12,1,1,0,0,0,33,17
1,7567.5205,0,12,1,1,0,0,0,26,21
0,0,1,12,1,1,0,0,0,26,17
1,640.24792,1,8,1,1,0,0,0,24,16
1,15964.215,1,7,0,1,0,1,0,32,22
0,0,0,16,1,1,0,0,0,35,21
0,0,0,9,1,1,0,0,1,32,26
1,1458.9257,0,12,0,0,0,0,0,27,19
1,11660.909,0,14,1,0,0,0,0,24,20
1,14704.711,1,12,1,0,0,0,0,25,15
1,6727.8511,1,12,1,1,0,0,0,35,27
1,3684.0496,1,13,1,1,0,0,0,34,25
0,0,1,2,1,0,0,0,0,28,16
0,0,1,7,1,0,0,1,0,29,18
1,10506.363,0,12,1,1,0,0,0,26,22
1,20792.314,0,15,0,1,0,0,0,33,23
1,2529.5042,0,10,1,1,0,0,0,29,19
1,4838.5952,1,12,1,1,1,0,0,29,20
1,14704.711,0,16,1,0,1,0,0,31,25
1,4208.8428,0,9,1,0,0,0,0,27,17
0,0,0,16,1,1,0,0,0,30,22
1,37795.621,0,14,1,0,0,0,0,28,20
1,13508.182,0,12,1,0,0,0,0,26,21
1,4208.8428,0,13,1,0,1,0,0,30,21
0,0,0,12,0,1,0,0,0,27,19
0,0,1,11,1,1,0,0,0,34,17
0,0,0,16,0,0,0,0,1,32,25
0,0,1,7,1,1,0,1,0,34,20
0,0,0,9,1,1,0,0,0,24,16
0,0,1,5,0,0,0,0,0,33,16
0,0,1,8,0,0,1,0,0,33,20
0,0,1,12,1,1,0,0,0,31,21
1,8617.1074,0,10,1,1,0,0,0,21,17
1,1270,0,8,0,0,0,1,0,33,22
0,0,1,13,1,0,0,0,0,34,22
0,0,0,16,1,0,0,0,0,30,25
1,640.24792,0,14,1,1,0,1,0,28,23
1,12605.537,0,13,0,1,0,0,0,27,21
0,0,1,12,1,1,0,0,0,27,20
0,0,0,13,1,1,0,0,0,26,22
0,0,0,16,0,0,0,0,0,35,29
1,2235.6199,1,4,1,1,0,1,0,28,20
1,13718.1,0,14,1,1,0,0,0,34,18
0,0,0,12,0,0,0,1,0,27,20
1,325.37189,0,12,1,1,0,0,0,26,19
0,0,0,14,1,0,0,0,0,27,21
0,0,0,7,0,1,0,0,0,26,20
0,0,1,10,1,1,0,1,0,23,17
1,2109.6694,1,16,0,1,0,0,0,33,24
0,0,0,10,1,0,0,0,0,34,18
0,0,1,6,1,1,0,0,0,27,21
1,1899.7521,1,6,0,1,0,0,0,34,17
0,0,1,12,1,1,0,0,0,30,19
0,0,1,12,0,1,1,0,0,32,18
0,0,0,10,0,1,0,0,0,34,18
1,1270,0,12,1,1,0,0,0,34,19
0,0,0,12,0,1,0,0,0,33,22
1,22681.57,0,12,1,1,0,0,0,32,20
0,0,1,14,0,1,0,0,0,35,23
1,20162.563,0,18,1,0,0,0,0,26,20
0,0,1,9,0,1,0,0,0,30,21
1,157438.02,0,12,0,1,0,0,0,34,26
0,0,1,14,1,0,0,0,0,31,21
0,0,1,4,1,0,0,0,0,29,18
1,3369.1736,1,10,0,1,0,0,0,27,16
1,14200.909,0,10,1,0,0,0,0,21,18
0,0,1,11,1,0,0,0,0,29,19
1,14704.711,0,10,1,0,0,1,0,25,19
1,787.19006,0,16,1,1,0,0,0,30,24
1,29398.926,1,10,1,1,0,1,0,33,17
1,16803.885,1,8,0,1,0,1,0,34,18
1,11492.976,0,15,0,1,0,0,0,31,21
1,19952.645,0,6,0,0,0,0,0,29,16
1,9834.6279,1,12,0,1,0,0,0,30,20
1,21002.23,0,16,1,1,0,0,0,28,23
0,0,1,16,0,0,0,0,0,32,23
1,19511.818,0,12,0,0,0,1,0,33,22
0,0,0,0,1,0,0,0,0,30,25
1,325.37189,0,12,1,1,0,0,0,34,20
1,3159.2561,0,12,1,1,0,0,0,30,18
0,0,0,15,0,1,0,0,0,34,23
1,16593.967,1,16,1,0,0,0,0,34,26
0,0,0,13,1,0,0,0,0,31,22
1,16384.049,0,12,1,1,1,0,0,32,22
0,0,0,8,1,0,0,0,0,28,20
1,9603.7188,0,11,0,0,0,0,0,25,17
1,14200.909,1,12,1,0,1,0,0,34,22
1,19742.727,0,12,1,0,1,0,0,33,23
0,0,0,12,1,1,0,0,0,23,19
1,388.34711,0,17,0,1,0,0,0,33,22
1,17391.652,1,12,0,1,1,0,0,32,18
1,16803.885,1,11,1,0,1,0,0,29,17
1,16803.885,0,14,0,1,1,0,0,25,17
1,1060.0826,0,12,0,1,0,0,0,35,25
1,16803.885,1,12,1,0,0,0,0,35,23
1,6308.0166,1,9,0,0,0,0,0,25,17
1,13655.124,0,16,0,0,0,0,0,29,23
1,4208.8428,0,13,0,1,1,0,0,25,17
0,0,0,7,0,1,0,0,0,28,17
1,13025.372,0,13,1,0,1,0,0,34,18
1,12605.537,1,10,0,1,0,0,0,31,17
0,0,0,6,1,1,0,0,0,24,19
0,0,1,8,1,0,0,0,0,29,21
0,0,1,16,0,0,0,0,0,34,24
0,6308.0166,1,12,1,1,0,0,0,33,18
1,21002.23,0,8,1,1,0,0,0,27,16
1,6308.0166,0,10,0,0,0,1,0,26,20
1,5048.5122,0,16,1,0,0,0,0,33,25
1,14704.711,0,12,0,0,0,0,0,30,22
0,0,0,12,0,0,0,0,0,32,24
0,0,0,12,1,1,0,0,0,27,18
0,0,0,12,0,0,0,0,0,32,21
1,18903.059,0,12,1,0,0,0,0,34,26
1,8407.1904,0,14,0,0,0,0,0,30,16
0,0,0,11,1,0,1,0,0,21,17
0,0,0,18,1,1,0,0,0,30,26
1,32547.686,0,17,1,1,1,0,0,35,25
1,7357.6035,0,12,1,1,1,0,0,35,21
1,16803.885,0,14,1,0,1,0,0,35,25
1,3705.0413,0,12,0,1,0,0,0,31,18
0,0,0,12,1,0,0,0,1,28,22
0,0,0,12,0,0,0,0,0,25,19
0,0,1,7,1,0,0,1,0,30,18
1,10506.363,1,18,1,1,0,0,0,33,22
1,2487.5208,0,15,0,1,0,0,0,26,20
0,0,1,13,0,1,1,0,0,35,20
1,14704.711,1,13,1,0,0,0,0,32,23
0,0,1,14,1,1,0,0,0,30,25
1,8806.0332,1,13,1,1,0,0,0,29,22
0,0,0,16,0,0,0,0,0,27,23
0,0,1,6,1,1,0,1,0,33,25
0,0,1,6,1,1,0,1,0,28,18
0,0,0,16,1,0,0,0,0,31,23
1,4334.7935,0,13,0,1,0,0,0,33,21
1,31624.049,0,13,1,0,0,0,0,32,24
1,2529.5042,0,16,1,1,0,0,0,32,24
0,0,0,14,0,1,0,0,0,33,20
1,6308.0166,0,18,0,0,0,0,0,32,26
1,8407.1904,1,12,1,0,0,0,0,30,19
1,18567.189,0,12,1,1,0,0,0,23,18
0,0,0,4,0,1,0,0,0,23,17
1,2949.3389,1,7,1,0,0,1,0,23,16
0,0,0,13,1,1,0,0,0,35,21
0,0,1,15,1,1,0,0,0,33,24
0,0,0,0,1,0,0,0,0,33,24
0,0,1,16,0,0,0,0,0,31,21
1,18903.059,1,7,1,0,0,0,0,28,16
1,0,1,5,0,1,0,0,0,26,17
1,1270,1,9,0,0,0,0,0,27,16
1,12605.537,0,13,0,1,1,0,0,25,17
1,9456.7773,0,11,0,1,0,1,0,24,16
0,0,0,11,1,0,0,0,0,32,21
1,37375.785,1,12,1,0,0,0,0,33,20
1,6308.0166,1,8,0,0,0,1,0,32,17
0,0,1,17,1,0,0,0,0,26,18
0,0,0,12,0,1,0,0,0,25,20
1,32547.686,0,12,1,0,1,0,0,35,27
0,0,0,12,1,1,0,0,0,23,16
0,0,1,9,0,1,0,1,0,24,15
0,0,0,14,0,0,0,0,0,30,18
1,25116.611,0,12,1,0,0,0,0,33,17
0,0,0,9,0,1,0,0,0,27,16
0,0,0,12,0,1,0,0,0,26,19
1,23101.404,0,12,1,0,0,0,0,26,19
1,4208.8428,1,8,0,1,0,0,0,33,21
1,19952.645,1,12,0,1,0,0,0,25,19
1,850.16528,1,13,1,0,0,0,0,32,20
0,0,0,13,0,0,0,0,0,28,18
1,850.16528,1,11,0,0,0,1,0,32,21
0,0,1,10,0,0,0,0,0,23,18
1,16803.885,1,12,1,1,0,0,0,25,20
1,5678.2646,0,17,1,1,0,0,0,35,27
1,23101.404,1,11,0,0,1,0,0,33,20
1,24780.744,0,6,0,0,0,0,0,29,23
1,15754.298,0,12,0,0,0,0,0,29,18
0,0,1,4,0,1,0,0,0,33,20
1,1060.0826,1,12,1,0,0,0,0,32,18
1,10506.363,0,12,0,1,0,0,0,33,20
0,0,0,12,0,1,0,0,0,29,22
1,4817.6035,1,11,1,1,1,0,0,30,17
1,493.30579,0,12,1,0,0,0,0,29,21
0,0,1,12,0,1,0,0,0,33,18
0,0,1,9,1,1,0,0,0,28,18
1,4208.8428,0,12,1,0,0,0,0,27,21
0,0,0,12,0,1,0,0,0,33,23
1,8827.0244,0,12,0,1,0,0,0,28,21
1,514.29755,0,16,1,0,0,0,0,31,21
0,0,0,12,0,1,0,0,0,32,19
0,0,1,14,0,0,0,0,0,28,23
0,0,0,14,1,1,0,0,0,32,25
1,2634.4629,0,13,1,0,0,0,0,28,23
0,0,0,16,0,1,0,0,0,32,24
0,0,1,16,1,1,0,0,0,31,22
1,6308.0166,1,11,0,0,0,1,0,34,18
1,22933.471,0,9,1,0,0,0,0,31,18
1,11136.115,1,9,0,0,0,0,0,33,17
1,10506.363,1,11,0,1,0,0,0,33,19
1,115.45454,0,16,1,1,0,0,0,34,24
0,0,1,12,1,1,0,0,0,31,22
0,0,0,12,1,0,0,0,0,28,24
0,0,0,10,1,0,0,0,0,32,19
0,0,0,9,0,0,0,0,0,31,19
0,0,1,8,0,0,0,0,0,21,15
1,12605.537,0,12,1,1,1,0,0,28,20
1,27299.752,0,15,0,0,1,0,0,32,27
1,12605.537,0,13,0,0,0,0,0,27,20
1,12857.438,1,11,0,0,0,1,0,21,15
1,2109.6694,0,12,0,0,0,0,0,26,17
1,1060.0826,1,12,1,0,0,0,0,25,19
0,0,0,16,0,1,0,0,0,33,26
1,21002.23,0,16,1,0,0,0,0,33,23
1,16803.885,0,9,1,0,0,0,0,27,18
1,4208.8428,0,12,1,0,1,0,0,25,17
1,3369.1736,0,7,1,0,0,0,0,24,16
1,4586.6943,0,12,0,0,0,0,0,33,20
0,0,1,12,1,1,0,0,0,35,24
1,11765.868,0,12,1,0,0,0,0,31,20
1,24990.662,1,13,0,0,0,0,0,30,18
0,0,0,17,1,1,0,0,0,34,26
1,850.16528,0,16,1,0,0,0,0,35,23
1,3474.1323,0,15,0,0,0,0,0,24,19
1,25200.578,0,16,0,1,0,0,0,31,23
0,0,0,17,0,0,0,0,0,29,24
1,18903.059,0,17,1,1,0,0,0,29,18
1,10506.363,0,18,0,1,0,0,0,33,23
0,0,0,12,0,0,0,0,0,27,18
1,15754.298,0,13,1,0,0,0,0,31,22
1,12605.537,0,14,1,0,1,0,0,26,18
1,10506.363,0,13,1,1,0,0,0,30,25
0,0,1,7,1,0,0,0,1,32,20
1,1144.0496,0,16,1,0,0,0,0,29,24
1,1689.8347,0,12,0,0,0,0,0,34,20
0,0,0,12,0,1,0,0,0,28,18
0,0,0,13,0,0,0,0,0,27,23
0,0,1,12,0,0,0,0,0,29,22
1,14704.711,1,14,0,1,0,0,0,29,21
1,8218.2646,0,13,0,1,0,0,0,32,20
0,0,1,11,0,0,0,0,0,35,18
1,21002.23,0,12,1,1,0,0,0,27,20
0,23101.404,1,14,0,0,0,0,0,32,26
1,11597.934,0,12,1,0,0,0,0,27,22
0,0,0,7,1,1,0,0,0,30,18
0,0,1,10,0,0,0,0,0,33,19
0,0,0,9,1,0,0,0,0,35,23
1,18693.141,1,12,0,1,0,0,0,35,21
1,23101.404,1,12,0,0,0,0,0,33,19
0,0,0,11,1,0,0,0,0,33,19
1,2529.5042,0,11,1,0,0,0,0,32,17
1,1060.0826,0,13,0,1,0,0,0,33,21
1,934.1322,0,15,0,0,0,0,0,28,23
0,0,0,12,0,1,0,0,0,31,24
1,16803.885,0,12,1,0,1,0,0,29,17
1,18903.059,0,12,0,0,0,0,0,29,20
0,0,0,10,0,0,0,0,0,21,16
0,0,1,12,0,0,0,0,0,34,20
1,13718.1,0,15,1,1,0,0,0,31,21
0,0,0,13,1,0,0,0,0,30,21
1,2109.6694,0,16,1,0,0,0,0,32,28
0,0,1,12,1,0,0,0,0,31,24
1,23080.414,0,13,0,1,1,0,0,31,21
1,8407.1904,0,13,1,1,0,0,0,35,21
1,16384.049,0,13,1,0,0,0,0,34,22
1,12605.537,1,16,0,0,0,0,0,27,22
1,11555.95,1,12,1,0,0,0,0,32,18
0,0,0,13,0,0,0,0,0,27,20
0,0,0,12,1,0,0,0,0,33,24
1,12605.537,0,14,0,0,0,0,0,29,21
0,0,0,12,1,0,0,0,0,33,17
1,8260.248,0,12,0,1,0,0,0,35,19
0,0,1,16,0,0,0,0,0,27,23
1,944.62811,0,17,0,0,0,0,0,32,24
1,27299.752,1,14,0,1,1,0,0,34,24
0,0,1,12,0,1,0,0,0,33,20
1,10086.529,0,16,0,0,0,0,0,33,26
0,0,0,14,1,0,0,0,0,33,23
0,0,0,13,0,1,0,0,0,35,23
1,22051.818,0,16,1,0,0,0,0,33,22
1,7567.5205,1,12,0,0,0,0,0,35,21
1,5783.2231,0,13,1,1,1,0,0,30,22
1,4334.7935,0,12,0,1,0,0,0,24,19
1,4208.8428,1,12,1,0,0,0,0,27,20
0,0,0,19,0,1,0,0,0,34,28
0,0,0,12,0,1,0,0,0,33,19
1,45037.77,1,13,0,0,1,0,0,32,20
0,0,0,13,1,1,0,0,0,30,21
1,2435.0413,0,12,1,0,0,0,0,29,19
1,745.2066,0,12,0,1,0,0,0,27,20
1,9519.752,0,13,0,0,0,0,0,33,19
1,14704.711,0,11,0,0,0,0,0,29,18
0,0,1,11,0,1,0,0,0,32,22
1,10506.363,0,13,0,0,0,0,0,33,23
1,4271.8184,0,14,1,1,0,0,0,32,18
0,0,0,16,1,1,0,0,1,33,25
0,0,1,12,1,1,0,0,0,27,20
1,14494.793,0,13,0,0,0,0,0,32,21
1,12605.537,1,17,0,0,0,0,0,28,24
0,0,0,14,0,0,0,0,0,34,22
1,27299.752,1,15,1,1,0,0,0,32,23
1,7357.6035,0,12,1,1,0,0,0,29,18
0,0,1,12,1,0,0,0,0,30,19
1,4208.8428,0,18,0,0,0,0,0,31,26
0,0,1,13,1,0,0,0,0,29,20
1,18903.059,0,13,0,0,0,0,0,34,21
0,0,0,16,0,0,0,0,0,30,22
0,0,0,16,1,1,0,0,0,35,26
0,0,0,16,1,0,0,0,0,33,25
0,0,0,12,1,0,0,0,0,31,19
1,10506.363,1,12,1,0,0,0,0,30,17
1,2361.5703,0,13,0,1,1,0,0,24,19
1,12395.62,1,10,0,0,0,0,0,35,19
1,33597.273,0,12,1,1,0,0,0,25,16
1,36221.238,0,18,0,0,0,0,0,32,23
0,0,0,12,0,1,0,0,0,28,19
1,29398.926,0,16,1,0,0,0,0,31,22
0,0,0,13,0,0,0,0,0,35,23
1,52.47934,0,18,0,0,0,0,0,32,27
0,0,0,13,1,0,0,0,0,31,22
1,0,1,12,0,1,0,0,0,32,21
0,0,0,16,1,1,0,0,0,28,23
0,0,0,16,1,0,0,0,0,34,28
1,7651.4878,1,9,1,0,0,0,0,29,19
1,21002.23,0,12,1,1,0,0,0,30,19
1,7777.438,0,16,1,1,0,0,0,32,26
0,0,1,12,0,1,0,0,0,30,23
1,514.29755,0,14,1,0,0,0,0,30,21
1,8113.3057,1,16,1,1,0,0,0,33,23
0,0,1,12,0,1,0,0,0,35,22
1,6308.0166,0,6,1,0,0,0,0,25,16
0,0,0,16,0,0,0,0,0,25,21
